(793 % 8388608,1 % 2)
(125678353423519093136498198885877411129108429988542539818291225693549344982027321 % 25077905339892874093829829485556832816484807996415459394521329800594014928599958323062,2505 % 5011)
(125831997858703357920117854513692770070220231116979516746811719496571371149089781 % 25309129137458664533855282842367383558684074729680361445827516544901734103993378961594,2506 % 5013)
(125978139235413430235015788369076709402477426816483804734812991460452726684158129 % 25542391359945219861547969822241706270965364857706985322246310071607279777526855468750,2507 % 5015)
(126116639962453808831778345851012612572258755418249616508324154017896048040715801 % 25777709154017773763872483139116955805952284575210051439140495664611134668684586601426,2508 % 5017)
(126247360750629374127895986496198955001982927810110095606917989717156116782461961 % 26015099803651359251542026509817117333227781788610452283338593786940295860262353164518,2509 % 5019)
(126370160595301104821690676587001612298082057338203564851625012530766889408706941 % 26254580731174983643617666363124974581265644253587043835994972496602136371364755169322,2510 % 5021)
(126484896758783548846722356348270274468641413206993546279564854258116783114013761 % 26496169498323323075133785707497546743580565470864760906855835463666206420520121491134,2511 % 5023)
(126591424752582751118683339901237880986144578096624106803905021266859737595108769 % 26739883807295987650021057452664202947116184014397674957308481680229306221008300781250,2512 % 5025)
(126689598319473330810056559123167762055407185987866513413464168440215157979895641 % 26985741501824408688583036459589822468830068577006961176889831354622328943881019060566,2513 % 5027)
(126779269415413391104345970844024538939093076216660235006545670766851583117204741 % 27233760568246399847727191578865761353534511903389458203748896065615649675346360909978,2514 % 5029)
(126860288191295934531064546619637249325012744676390888062682324975456149429953361 % 27483959136588444223066821203756597620796180504094475260087827069282538187262507620782,2515 % 5031)
(126932502974535447064463962044067352375901444623351846012426022824894634839110441 % 27736355481655759874907835575933378678833882881827807503239681087008421331095619268274,2516 % 5033)
(126995760250488304182784861940885404913966349942035060132872209174789690629293609 % 27990968024130196555024920567697705562835146603652871109351481844028067588806152343750,2517 % 5035)
(127049904643705642030169407013466168092051854687416343594281749204036362436784781 % 28247815331676016748026252689530620818084023678334289901548774725736501212434206532106,2518 % 5037)
(127094778899017326699878246378935098795856685675012661625004797745070092021898721 % 28506916120053614480015903113194714966894923529199197152110050416861099907396695310238,2519 % 5039)
(127130223862445644464659167128885250879196075877366104632977401016248580257596081 % 28768289254241225688199597023386683350560887269658702064747599285285406925863924929442,2520 % 5041)
(127156078461947325517589010387309509744518690465975025307534698198841849056563321 % 29031953749564684288053889345278323655277263184206897235545288192534885226408702345014,2521 % 5043)
(127172179687982503454016069345665761176517820604089145372029360863371283403888149 % 29297928772835278419702443115084476937447567250405413126257937773678994178771972656250,2522 % 5045)
(127178362573909202321926633668988648799178942676738610094597650337292063673076721 % 29566233643495761702227375563356747282199220265415017355601554700185825061561430268046,2523 % 5047)
(127174460176201932593703617604537101184928294522702590055433544190516052182841401 % 29836887834774574673800051567680970514250880426439528004326770138207808328829051217298,2524 % 5049)
(127160303554492966866391759785665685266185890732971946563302348393581506048214601 % 30109910974848331946755796091048426947829347034473471611225977198728282459313734747302,2525 % 5051)
(127135721751434855479784604010195592085944268136327943202411396733625312918655901 % 30385322848012630960072367812515494027670061379794540954457713183783847361557849573354,2526 % 5053)
(127100541772382731551452680844910436164673799318542272965372779568451450736917889 % 30663143395861238567154346590599216050832626695780177287467011490572237968444824218750,2527 % 5055)
(127054588564894944164786740677655377262703013420962938390120181190171025928064961 % 30943392718473712054386559130402311438910600691841048103803034395008800977556330720386,2528 % 5057)
(126997684998050547609778669397350371789685558727821691922737252060665782993680281 % 31226091075611511545611082233578748194735110895973341928830370588475188672330057083158,2529 % 5059)
(126929651841582163666147362864934170355828115720159462641052942248146498315888421 % 31511258887922661109516064092829115886829359792139151847205726289579027377035939126362,2530 % 5061)
(126850307744822722934076231721881472348450153150495642603669240278219709019521681 % 31798916738155016250912495152229760191638827533749664263828256534148580449932092605294,2531 % 5063)
(126759469215464580158799397420178639402178851741200192189721966895287082747008329 % 32089085372378195833029106390535143278098480045171639833124219787902760505676269531250,2532 % 5065)
(126656950598129487361088610944836428356296696869891497929514224502317181805393001 % 32381785701214236846287801484631104949769325144909743778937559509739671027293491541126,2533 % 5067)
(126542564052747897375883394679319558584378488425155193734758259976912291186162861 % 32677038801077030809544529144801447466279159606729762684102383363510878202371490959818,2534 % 5069)
(126416119532746059115401108259778208029686443751480795071612328435989087399947041 % 32974865915420600962505424229650485603378735259214566441150622038508796652497150518622,2535 % 5071)
(126277424763039354510587105951459650963805003776232588801120294780154265856894161 % 33275288455996279782967604866681464625248709620993856684935595446655215146546159892834,2536 % 5073)
(126126285217830315645240708690736529019258585041076153513815485849011403718134969 % 33578328004118846739700484415296152712621901287019519202203809982165694236755371093750,2537 % 5075)
(125962504098209749080100454690356084071367837199237922486619575357853855649804341 % 33884006311941686571189181571946449430463817436610390432860317128870888504773183582266,2538 % 5077)
(125785882309559382769109373985258989543551721634317581535006411758868362695886641 % 34192345303741028762118992560798344666382201360238685363720435269367619068264816499278,2539 % 5079)
(125596218438754439296522455144475938043647185331667089686639975800442737912719961 % 34503367077209329273401393276113358209239695314740491679350202444359846648285607776082,2540 % 5081)
(125393308731164527410975867929049659615795389187949863438795913014038972358856841 % 34817093904757855967740197615777120699861070550642588498532601038141623686511460687974,2541 % 5083)
(125176947067451232000619921535109387071001077665367490390998636660827561854373309 % 35133548234828539561223906616627173822915239135447412657257626102273774147033691406250,2542 % 5085)
(124946924940160770741431423581391439194667851752491537815227958433282657938892481 % 35452752693215152322219601600685135210886317649425852988264582727427699313667868895806,2543 % 5087)
(124703031430110073658369496724212587167748739797054860877147454960598025288049121 % 35774730084393877131947688584415832552774973284773803565604779918010532560053638953538,2544 % 5089)
(124445053182564629765622616798594504663845333677571009855278300434412294592286681 % 36099503392863329916548181203969649162791755623550288111315441087791231201859472150742,2545 % 5091)
(124172774383206432797311425616518469254264603592338397757486709070868019600593221 % 36427095784494098858220871486336997476984315955797196545263595096521962987396509042714,2546 % 5093)
(123885976733890345803156652983701089596828806775152231265508355832105808549648849 % 36757530607887864193146603983343723434635349932499492404018039421326136589050292968750,2547 % 5095)
(123584439428187192064286294314200023892428940357173945796466856670819737214850921 % 37090831395746162806387927343737596524477216868471969673680437006861907719360064733746,2548 % 5097)
(123267939126711867382030183905549884237508621061740792407022997363054914968197801 % 37427021866248862238837703130151764658431846281445069441379562177499059022845681174598,2549 % 5099)
(122936249932234756306719529262859896445271873306454580113814470700469355485226701 % 37766125924442409128546926249522431372511562104134585832179383837618171552814003294602,2550 % 5101)
